Id,Name,Product Group,Stock Method,Post Rent Unavailability,Replacement Charge,Weight,Description,Active,Accessory Only,Tags,Tests & Inspections,Rental Price,Discountable,mainsPowerReq,powerType,Replacement Charge Date,Testable?,prefPwrCbl,isCable,connector1,connector2
9,"Technics 1200 MK5, silver",DJ Kit - CDJs and Turntables,Serialised,0,500,12,Industry standard turntable,Yes,No,"Turntable,dj,technics",,30,Yes,,,,Yes,,,,
127,Technics 1210/1200 MK5 (Black),DJ Kit - CDJs and Turntables,Serialised,0,500,12,Turntable,No,No,"Turntable,dj",,30,Yes,,,,,,,,
135,"Technics 1210 MK2, black",DJ Kit - CDJs and Turntables,Serialised,0,400,11,"Turntable

45.3 cm (w) x 36 cm (d) x 16.2 cm (h)",Yes,No,"Turntable,dj,technics",,30,Yes,,,,Yes,,,,
723,"Technics 1210 MK5G, black",DJ Kit - CDJs and Turntables,Bulk,0,700,13,,Yes,No,,,0,Yes,,,,Yes,,,,
761,Technics SL-1210GR,DJ Kit - CDJs and Turntables,Serialised,0,1000,12,Technics SL-1210GR,Yes,No,technics,,40,Yes,,,,Yes,,,,
522,"Technics SL-1210 MK7, black",DJ Kit - CDJs and Turntables,Serialised,0,600,11.2,"Width - 453mm
Depth 353mm 
Height - 169mm",Yes,No,"dj,Turntable,technics",,35,Yes,,,,Yes,,,,
1037,Pioneer DJS-1000,DJ Kit - Effects Units,Serialised,0,980,5.4,,Yes,No,,,60,Yes,,,,No,,,,
16,Pioneer RMX-1000,DJ Kit - Effects Units,Serialised,0,600,1.3,Remix Station / Effector,Yes,No,FX,,50,Yes,,,,No,,,,
17,Pioneer RMX Stand,DJ Kit - Effects Units,Serialised,0,75,3.9,RMX Stand,Yes,No,Accessories,,10,Yes,,,,No,,,,
14,Allen & Heath Xone 92,DJ Kit - Mixers,Serialised,0,1000,6,"The industry-standard Xone:92 is a versatile six channel analogue mixer, renowned for its expansive, involving sound.

With its solid construction and easy to use interface, the 92 is on the riders of most of the world’s top DJs and is a permanent fixture in the booth at many of the biggest superclubs.

The Xone:92 was one of the first professional DJ mixers to incorporate MIDI for control of DJ software or external devices, and the first to include the innovative dual VCF filters.

With its two stereo FX sends, twin Mic/returns, and one of the best EQ sections around, this mixer is a DJ’s dream tool.",Yes,No,"dj,Mixer,djmixer",,50,Yes,Yes,c14,,Yes,71,,,
525,Allen & Heath Xone 96,DJ Kit - Mixers,Serialised,0,1500,7,,Yes,No,"djmixer,dj,Mixer",,55,Yes,Yes,c14,,Yes,71,,,
115,Brixton Jamm - DJ kit bundle,DJ Kit - Mixers,None,0,0,0,,No,No,,,270,Yes,,,,,,,,
113,CLF monthly DJ Kit bundle,DJ Kit - Mixers,None,0,0,0,,No,No,,,800,Yes,,,,,,,,
104,[DELETED] Ortofon Concorde Pro S cartridge,DJ Kit - Mixers,Bulk,0,65,0,,No,No,"needle,decks",,5,Yes,,,,,,,,
979,DJM-A9 4-channel professional DJ mixer (black),DJ Kit - Mixers,Serialised,0,2057,10.2,"The 4-channel DJM-A9 raises the bar for club standard mixers – boasting huge upgrades compared to its predecessor, the DJM-900NXS2 – with stunningly clear sound quality, enhanced playability and connectivity, and a host of new features to help you take your performances to the next level. The DJM-A9 has also been improved as a musical instrument for more emotional and dynamic performances, while retaining the functions and layout that have become club standards.

Packaging Dims

Length 55cm
Width 50cm
Height 15cm

Weight 12kilos",Yes,No,,,80,Yes,,,,No,,,,
454,E&S DJR 400,DJ Kit - Mixers,Serialised,0,3500,3,"- output level (XLR) up to +22 dBm
- Dimensions: 280mm x 210mm x 70mm
- bandwidth - 1db : 10
- 25 000 Hz
- switchable inputs 1 & 3: phono/line
- input 2 : phono
- input 4 : line
- integrated crossover isolator (10 - 300 Hz / 300 - 3000 Hz / 3000
- 25000 HZ) - master and booth : RCA and XLR balanced
- effect loop on master and booth output
- PFL : pushbutton mixable monitor to phones
- external power suply -ALPS potentiometer",Yes,No,"dj,djmixer,Mixer",,150,Yes,,,,No,,,,
187,Pioneer DJM 750 Mk2,DJ Kit - Mixers,Serialised,0,1100,6.6,"Take the step to the DJ booth seamlessly with the DJM-750MK2, a 4-channel mixer which inherits key features and design elements from the DJM-900NXS2, creating a club-style setup when combined with our professional CDJ or XDJ multi players.

You can perform seamless mixes on the DJM-750MK2 thanks to the smooth curves on the EQs and channel faders. The Magvel crossfader, inherited from the DJM-900NXS2, gives a precise response and assured feel during even the most complicated scratch techniques.

Width - 320mm
Depth - 387.9mm
Height - 107.9mm",Yes,No,"Mixer,djmixer,dj,pioneerdj",,45,Yes,,,,Yes,,,,
76,Pioneer DJM 850,DJ Kit - Mixers,Serialised,0,1298,7.7,"The DJM-850 - Endless Creative Opportunities
The DJM-850 combines future-proof technology with all your favourite features
It is primed and ready for the handy plug-and-play technology with your laptop
As well as this, it boasts studio-quality FX for endless creative possibilities and an unrivalled DJing experience
The mixers Beat Colour FX uses side-chaining to add another layer of manipulation to the Sound Colour FX
And to top it off, this mixer has an integrated, high performance, 4-stereo-channel sound card which gives it NO deterioration of sound quality

Dimensions 12.6"" (W) × 15.0"" (D) × 4.25"" (H)
tech specs: http://www.pioneerelectronics.com/PUSA/DJ/Mixers/DJM-850#specs",No,No,"dj,Mixer",,35,Yes,,,,,,,,
11,Pioneer DJM 900 NXS,DJ Kit - Mixers,Serialised,0,1632,7.1,Mixer,No,No,"Mixer,djmixer,dj,pioneerdj",,70,Yes,,,,Yes,,,,
10,Pioneer DJM 900 NXS2,DJ Kit - Mixers,Serialised,0,1958,8,"Top of the range Pioneer mixer

width: 333 mm
Height: 107.9 mm
Depth: 414.2 mm",Yes,No,"Mixer,djmixer,dj,pioneerdj",,60,Yes,,,,Yes,,,,
12,Pioneer DJM 900 SRT,DJ Kit - Mixers,Serialised,0,1958,7.1,Mixer built in Serato,No,No,Mixer,,50,Yes,,,,,,,,
607,Pioneer DJM S11,DJ Kit - Mixers,Serialised,0,1700,4.6,,Yes,No,"s11,djm s11,dj,Mixer,djmixer,pioneerdj",,70,Yes,,,,Yes,,,,
459,Pioneer DJM S9,DJ Kit - Mixers,Serialised,0,1500,4.6,,Yes,No,"Mixer,djmixer,dj,pioneerdj",,70,Yes,,,,Yes,,,,
811,Pioneer DJM-V10,DJ Kit - Mixers,Serialised,0,3089,11.9,"Forge a new sound with the DJM-V10; a new breed of mixer, born of fresh thinking. It’s built to allow the most creative DJs to craft original soundscapes. This 6-channel unit – loaded with unique features – produces warm audio full of energy and presence. Take full control of your mix and get ready to create something the crowd has never heard before.",Yes,No,,,120,Yes,,,,Yes,,,,
126,Rane MP2015,DJ Kit - Mixers,Serialised,0,2400,5.8,4 Channel Rotary mixer,Yes,No,"dj,djmixer,Mixer",,100,Yes,,,,Yes,,,,
8,Technics 1200/1210 MK2 (silver),DJ Kit - Mixers,Serialised,0,350,11,Turntable,No,No,Turntable,,27,Yes,,,,,,,,
499,"Custom White Booth Surround, 6ft",DJ Kit - Risers and Booths,Bulk,0,0,0,,Yes,No,,,0,Yes,,,,,,,,
1087,"DJ Booth, painted black",DJ Kit - Risers and Booths,Serialised,0,250,0,Hand painted dj booth,Yes,No,,,100,Yes,,,,No,,,,
1062,"DJ booth surround, painted black",DJ Kit - Risers and Booths,Serialised,0,250,0,Hand painted dj booth surround to fit 4x2 ft litedeck riser.,Yes,No,,,75,Yes,,,,No,,,,
685,"DJ booth surround, painted white,  4ft x 2ft",DJ Kit - Risers and Booths,Serialised,0,250,0,Hand painted dj booth surround to fit 4x2 ft litedeck riser.,Yes,No,,,75,Yes,,,,,,,,
684,"DJ Booth, white, 4x2ft",DJ Kit - Risers and Booths,None,0,0,0,,Yes,No,,,100,Yes,,,,,,,,
185,Litedeck DJ booth (4 x 2),DJ Kit - Risers and Booths,None,0,400,17.69,"4ft x 2ft DJ table / booth constructed from industry standard Litedeck, aluminium legs and a neat black drape.",Yes,No,,,40,Yes,,,,No,,,,
137,Litedeck DJ booth (6 x 2),DJ Kit - Risers and Booths,None,0,400,24.69,"6ft x 2ft DJ table / booth constructed from industry standard Litedeck, aluminium legs and a neat black drape.

Deck height: 93.5cm
Clearance under deck: 76.cm",Yes,No,,,40,Yes,,,,No,,,,
163,Litedeck DJ booth (8 x 2),DJ Kit - Risers and Booths,None,0,400,29.73,"8ft x 2ft DJ table / booth constructed from industry standard Litedeck, aluminium legs and a neat black drape.",Yes,No,,,45,Yes,,,,No,,,,
498,"White DJ booth, 6ft x 2ft",DJ Kit - Risers and Booths,None,0,0,0,,Yes,No,,,200,Yes,,,,,,,,
773,"DMX 5pin, 01m",DMX Cable - 5pin,Serialised,0,0,0.1,DMX 1m 5pin Cable,Yes,No,5pin dmx,,0,Yes,,,,No,,,,
730,"DMX 5pin, 02m",DMX Cable - 5pin,Serialised,0,5,0.14,,Yes,No,5pin dmx,,1,Yes,,,,No,,,,
774,"DMX 5pin, 03m",DMX Cable - 5pin,Serialised,0,0,0.17,,Yes,No,5pin dmx,,0,Yes,,,,No,,,,
600,"DMX 5pin, 05m",DMX Cable - 5pin,Serialised,0,0,0.15,,Yes,No,5pin dmx,,1,Yes,,,,No,,,,
929,"DMX 5pin, 10m",DMX Cable - 5pin,Serialised,0,0,0.44,DMX 10m 5pin,Yes,No,5pin dmx,,2,Yes,,,,No,,,,
1091,"DMX 5pin, 20m",DMX Cable - 5pin,Serialised,0,0,0.88,DMX 10m 5pin,Yes,No,5pin dmx,,0,Yes,,,,No,,,,
681,Astera DMX adapter cable for ART7,DMX Cable - Adapters,Serialised,0,10,0.04,,Yes,No,"astera art,art7 charger,art7 power,art7",,15,Yes,,,,,,,,
292,Neutrik DMX Terminator,DMX Cable - Adapters,Bulk,0,6,0,,Yes,No,DMX,,0,Yes,,,,,,,,
568,"XLR DMX Adaptor, 3 Pole male to 5 Pole female",DMX Cable - Adapters,Serialised,0,4,0.25,,Yes,No,"xlr to dmx,xlr male to dmx female,dmx female to xlr male",,0.5,Yes,,,,,,,,
567,"XLR DMX Adaptor, 5 Pole male to 3 Pole female",DMX Cable - Adapters,Serialised,0,4,0.25,,Yes,No,"xlr dmx,3 pin xlr to 5 pin dmx,xlr female to male dmx,male dmx to female xlr",,0.5,Yes,,,,No,,,,
423,5U Rack Case,Flight Cases,Bulk,0,215,19.5,,Yes,No,,,0,Yes,,,,No,,,,
869,Allen & Heath QU24 (Flight Case),Flight Cases,Serialised,0,0,15,Allen & Heath QU24 (Flight Case),Yes,No,,,0,Yes,,,,,,,,
983,Allen & Heath SQ-5 Flight Case,Flight Cases,Serialised,0,200,14,External approx 527mm(L) x 678mm(W) x 280mm(H),Yes,No,,,0,Yes,,,,No,,,,
864,Chamsys MQ50 Flight Case,Flight Cases,Serialised,0,0,8.13,,Yes,No,,,0,Yes,,,,No,,,,
425,Chauvet Intimidator Scan 305 case (holds 2),Flight Cases,Serialised,0,125,0,,Yes,No,,,0,Yes,,,,,,,,
497,DELETED - Flightcase for Yamaha DXR10,Flight Cases,Bulk,0,0,0,,No,Yes,,,0,Yes,,,,,,,,
844,DPA microphone touring case,Flight Cases,Serialised,0,0,2.62,DPA microphone touring case,Yes,No,,,0,Yes,,,,No,,,,
326,Flight Case (2U Sleeve Mount Case),Flight Cases,Serialised,0,210,10,,Yes,No,,,0,Yes,,,,No,,,,
327,Flight Case (3U Sleeve Mount Case),Flight Cases,Serialised,0,220,11,,Yes,No,,,0,Yes,,,,,,,,
325,Flight Case (4U Sleeve mount Case),Flight Cases,Serialised,0,230,8,,Yes,No,,,0,Yes,,,,,,,,
427,"Flight case (5u, 2 door sleeve mount)",Flight Cases,Serialised,0,0,31,,Yes,Yes,,,0,Yes,,,,No,,,,
329,Flight Case (6U 2-Door Case),Flight Cases,Bulk,0,115,9.5,,Yes,No,,,0,Yes,,,,,,,,
259,Flight Case (A&H QU-16),Flight Cases,Serialised,0,185,9.5,,Yes,Yes,,,0,Yes,,,,,,,,
253,Flight Case (A&H Xone 92),Flight Cases,Serialised,0,85,4,,Yes,Yes,,,0,Yes,,,,,,,,
575,Flight Case (A&H Xone 96),Flight Cases,Serialised,0,85,6,,Yes,No,"flight,flight case,case,xone",,0,Yes,,,,No,,,,
196,Flight case (A&H Zed6),Flight Cases,Serialised,0,100,4.5,,Yes,Yes,,,0,Yes,,,,No,,,,
725,Flight Case - (AKG C414 Microphone),Flight Cases,Serialised,0,0,1.03,,Yes,No,,,0,Yes,,,,No,,,,
719,Flight Case - Astera NYX Bulb Kit,Flight Cases,Serialised,0,0,2.55,,Yes,No,,,0,Yes,,,,No,,,,
390,Flight Case - batwing antenna,Flight Cases,Serialised,0,50,4,,Yes,No,"batwing case,batwing flight",,0,Yes,,,,,,,,
542,Flight Case (Behringer x32),Flight Cases,Serialised,0,0,13.5,,Yes,Yes,"flight behringer,flight case behringer,behringer flight",,0,Yes,,,,,,,,
246,Flight Case (CDJ 2000 NXS),Flight Cases,Serialised,0,85,6,,Yes,Yes,"flight case,flight,case",,0,Yes,,,,,,,,
247,Flight Case (CDJ 2000 NXS2),Flight Cases,Serialised,0,102,6,,Yes,No,"flight,case,flight case",,0,Yes,,,,No,,,,
573,Flight Case (CDJ 3000),Flight Cases,Serialised,0,127,6,,Yes,No,"flight case,case,flight,flight 3000",,0,Yes,,,,No,,,,
252,Flight Case (CDJ 900 NXS),Flight Cases,Serialised,0,172.19,5.5,,Yes,Yes,,,85,Yes,,,,No,,,,
337,Flight Case (Chauvet Colorband Pix Holds 4),Flight Cases,Serialised,0,250,13,,Yes,No,,,0,Yes,,,,No,,,,
424,Flight case (Chauvet Intimidator Spot 260 Holds 2),Flight Cases,Serialised,0,200,9.79,Holds 2,Yes,No,,,0,Yes,,,,No,,,,
307,Flight Case (Chauvet Mini Kinta Holds 2),Flight Cases,Bulk,0,115,6,,No,No,,,0,Yes,,,,No,,,,
265,Flight Case (Chauvet SlimPAR Q6),Flight Cases,Serialised,0,190,9,,Yes,No,,,0,Yes,,,,,,,,
335,Flight Case (Chauvet Well Fit Holds 2),Flight Cases,Serialised,0,70,3,,Yes,No,"well fit flight,well fit flight case,flight",,0,Yes,,,,,,,,
250,Flight Case (DJM 750 Mk2),Flight Cases,Serialised,0,75,6,,Yes,Yes,,,0,Yes,,,,,,,,
248,Flight Case (DJM 900 NXS),Flight Cases,Bulk,0,75,6,,Yes,Yes,"flight,case,flight case",,0,Yes,,,,,,,,
249,Flight Case (DJM 900 NXS2),Flight Cases,Serialised,0,75,6,,Yes,No,,,0,Yes,,,,No,,,,
673,Flight Case (DJM S11),Flight Cases,Serialised,0,90,6,37x56.5x7cm,Yes,Yes,"s11 flight,s11,s11 flight case",,0,Yes,,,,,,,,
539,Flight Case (DJM S9),Flight Cases,Serialised,0,90,5.54,,Yes,No,"s9 flight,s9 flight case",,0,Yes,,,,No,,,,
541,Flight Case (E&S DJR 400),Flight Cases,Serialised,0,0,4.64,,Yes,Yes,,,0,Yes,,,,No,,,,
949,Flight Case (Fender 65 Twin Reverb),Flight Cases,Serialised,0,320,17,,Yes,No,,,0,Yes,,,,No,,,,
554,Flight Case (fishing box - multi mic),Flight Cases,Serialised,0,0,2.5,,Yes,No,,,0,Yes,,,,,,,,
422,Flightcase for Mirror Ball,Flight Cases,Serialised,0,0,13.27,,Yes,Yes,mirror ball flight,,0,Yes,,,,No,,,,
261,Flight Case (Haze 4D),Flight Cases,Serialised,0,145,7,,Yes,Yes,,,0,Yes,,,,,,,,
562,Flight Case (Ipad),Flight Cases,Serialised,0,0,3.03,,Yes,Yes,,,0,Yes,,,,,,,,
260,Flight Case (Jem ZR25),Flight Cases,Serialised,0,150,9,,Yes,No,,,0,Yes,,,,No,,,,
551,Flight Case (Lanta Twinkle,Flight Cases,Serialised,0,0,7.39,,Yes,Yes,,,0,Yes,,,,No,,,,
552,Flight Case (Laserworld EL-60G ),Flight Cases,Serialised,0,0,3.62,,Yes,Yes,,,0,Yes,,,,No,,,,
323,Flight Case (Le Maitre Neutron XS),Flight Cases,Serialised,0,105,8,,Yes,No,"flight,flight case,le maitre flight",,0,Yes,,,,,,,,
262,Flight Case (Martin Atomic 3000),Flight Cases,Serialised,0,115,6,,Yes,Yes,,,0,Yes,,,,,,,,
339,Flight Case (Martin Atomic 3000 Holds 2),Flight Cases,Serialised,0,180,8,,Yes,No,,,0,Yes,,,,No,,,,
800,Flight Case - Martin Atomic 3000 LED (holds 6),Flight Cases,Serialised,0,0,0,,Yes,No,,,0,Yes,,,,,,,,
550,Flight Case (Martin Jem ZR25 Fog machine),Flight Cases,Serialised,0,0,8.4,,Yes,No,,,0,Yes,,,,No,,,,
280,Flight Case (Maui 28 array),Flight Cases,Serialised,0,165,6,,Yes,Yes,,,0,Yes,,,,,,,,
281,Flight Case (Maui 28 bass),Flight Cases,Serialised,0,250,16,,Yes,Yes,,,0,Yes,,,,,,,,
269,Flight Case (Maui 28 G2 Array),Flight Cases,Serialised,0,165,6,,Yes,Yes,,,0,Yes,,,,,,,,
268,Flight Case (Maui 28 G2 Bass),Flight Cases,Serialised,0,250,16,,Yes,No,,,0,Yes,,,,,,,,
341,Flight Case (Nexo LS1200),Flight Cases,Serialised,0,370,15,,No,No,,,0,Yes,,,,No,,,,
267,Flight Case (Nexo LS600),Flight Cases,Serialised,0,360,25,,Yes,No,,,0,Yes,,,,,,,,
266,Flight Case (Nexo PS10 R2),Flight Cases,Serialised,0,350,17,,Yes,No,,,0,Yes,,,,No,,,,
340,Flight Case (Nexo PS15 Holds 2),Flight Cases,Serialised,0,380,23,,Yes,No,,,0,Yes,,,,,,,,
345,Flight Case (Nexo PS8 Holds 2),Flight Cases,Serialised,0,320,19,,Yes,No,,,0,Yes,,,,,,,,
264,Flight Case (Obey 40),Flight Cases,Bulk,0,140,6,,Yes,No,,,0,Yes,,,,,,,,
344,Flight Case (Opitkinetics Solar 250),Flight Cases,Serialised,0,80,3,,Yes,No,,,0,Yes,,,,,,,,
332,Flight Case (Pioneer RMX 1000),Flight Cases,Serialised,0,85,5,,Yes,No,,,0,Yes,,,,,,,,
258,Flight Case (Presonus),Flight Cases,Bulk,0,185,9,,Yes,No,,,0,Yes,,,,,,,,
254,Flight Case (Rane MP2015),Flight Cases,Serialised,0,100,5.5,,Yes,Yes,,,0,Yes,,,,,,,,
330,"Flight Case (Sennheiser A 1031-U ""Bat Wing"" Antenna)",Flight Cases,Bulk,0,90,4,,Yes,No,,,0,Yes,,,,,,,,
328,Flight Case (Sennheiser wireless mic single set),Flight Cases,Serialised,0,105,4.5,,Yes,No,,,0,Yes,,,02/01/2024,No,,,,
256,Flight Case (Soundcraft EPM8),Flight Cases,Serialised,0,110,6,,Yes,Yes,,,0,Yes,,,,,,,,
333,Flight Case (Soundcraft Signature 12 MTK),Flight Cases,Serialised,0,130,7,,Yes,No,,,0,Yes,,,,,,,,
543,Flight Case (Strobe),Flight Cases,Serialised,0,0,6,,Yes,Yes,,,0,Yes,,,,No,,,,
324,Flight Case (Tarm 2 & 2.5),Flight Cases,Serialised,0,130,6,,Yes,No,,,0,Yes,,,,No,,,,
540,Flight Case (Technics),Flight Cases,Serialised,0,110,7.5,,Yes,No,,,0,Yes,,,,No,,,,
255,Flight Case (Turntables),Flight Cases,Bulk,0,90,7.5,,Yes,Yes,,,0,Yes,,,,,,,,
342,Flight Case (Void Stasys 2 Holds 2),Flight Cases,Bulk,0,350,20,,Yes,No,,,0,Yes,,,,,,,,
279,Flight Case (Yamaha DSR112  Holds 2),Flight Cases,Serialised,0,350,25,,Yes,No,,,0,Yes,,,,,,,,
338,Flight Case (Yamaha DSR112 Single),Flight Cases,Serialised,0,200,11,,Yes,No,,,0,Yes,,,,,,,,
336,Flight Case (Yamaha DXR10 Single),Flight Cases,Serialised,0,150,8.5,,Yes,No,,,0,Yes,,,,No,,,,
346,Flight Case (Yamaha DXS12),Flight Cases,Serialised,0,320,24,,Yes,No,,,0,Yes,,,,,,,,
866,Look Solutions Unique 2.1 Hazer Flight Case,Flight Cases,Serialised,0,170,7,,Yes,No,,,0,Yes,,,,,,,,
481,Microphone Case (holds 4),Flight Cases,Serialised,0,20,1,Holds 4 x SM58 or similar,Yes,No,,,0,Yes,,,,,,,,
741,Nord Stage 3 / 88 Keyboard Flightcase,Flight Cases,Serialised,0,300,26,"A flightcase designed and manufactured to snuggly fit a Nord Stage 3 / 88key Keyboard.
2x Strong butterfly catches on the front with loops for padlocks hold the lid closed (padlocks not supplied).
3x Handles, one techno handle on the front and a surface mounted handle fitted to each end.
Lid stay hinges on the rear hold the lid at just over 90 degrees.
Ball corners.
Foam lined throughout with handholes at the ends to help with removal for use.
Internal size 1288mm(L) x 335mm(W) x 115mm(H)
External size 1386mm(L) x 415mm(W) x 200mm(H)
Weight Hex-Stucco-PVC versions approx. 13kg.
Weight Flite Panel approx 10kg.

2 x Fixed Castors fitted to one end of case + 2 x High impact polypropylene feet, allows case to be stood on its end (Cost option).

Link for the product: https://www.swanflight.com/nord-stage-3-88-keyboard-flightcase.html?gclid=EAIaIQobChMI_f7Ij4DI9AIVgmDmCh39PQ8DEAQYAyABEgJ_lfD_BwE",Yes,Yes,,,0,Yes,,,,,,,,
257,Null,Flight Cases,Bulk,0,0,0,,Yes,No,,,0,Yes,,,,,,,,
955,Ortofon case for 1 x Needles,Flight Cases,Serialised,0,0,0.27,,Yes,No,,,0,Yes,,,,No,,,,
467,Ortofon case for 2 x Needles,Flight Cases,Serialised,0,0,0.22,,Yes,No,,,0,Yes,,,,No,,,,
990,Pioneer DJM-A9 Flight Case,Flight Cases,Serialised,0,179,6.5,,Yes,No,,,0,Yes,,,,No,,,,
863,Pioneer V10 Flight Case,Flight Cases,Serialised,0,0,8.1,,Yes,No,,,0,Yes,,,,No,,,,
777,Polycase (APUTURE NOVA P300),Flight Cases,Serialised,0,0,11.3,APUTURE NOVA P300 Flight case,Yes,No,,,0,Yes,,,,No,,,,
553,"Polycase, Medium, Black",Flight Cases,Serialised,0,55,3.55,357mm x 470mm x 176mm,Yes,No,,,0,Yes,,,,No,,,,
263,REMOVED: Flight Case (Haze 2D),Flight Cases,Bulk,0,115,4.5,,No,Yes,,,0,Yes,,,,,,,,
1011,RETIRED - Flightcase (Allen & Heath AR2412 Stagebox ),Flight Cases,Serialised,0,220,4.54,,No,No,flight case,,0,Yes,,,,No,,,,
251,(RETIRED) Flight Case (DJM 900 SRT),Flight Cases,Bulk,0,75,6,,No,Yes,,,0,Yes,,,,,,,,
420,RETIRED - Guil Microphone Stand Bag,Flight Cases,Bulk,0,0,0,Holds 4 Microphone Stands,No,No,,,0,Yes,,,,,,,,
311,Silver brief case protective case,Flight Cases,Bulk,0,45,6,,Yes,No,flight case,,0,Yes,,,,,,,,
1000,SKB 1SKB-R3S - Roto Moulded Shallow Rack Case - 3U,Flight Cases,Serialised,0,186,4.17,"The re-designed SKB Roto Moulded Shallow Rack Cases meet the needs of musicians and pro audio engineers.

The new model includes full lids front and rear instead of a rear back panel, allowing easier access. Interlocking ribs allow safe stacking with SKB Roto Racks and SKB Roto Shallow Racks.

Features of the 1SKB-R3S:

Roto moulded for strength and durability
Threaded steel front and rear rack rails with a rack depth of 10.7""
Full size lids with water resistant gaskets front and rear for easy access
Rackmount clips and self-tapping screws included for secure mounting front or rear (4 screws per 1U)
Recessed steel military spec black twist latches
Heavy-duty moulded flushmount handles
Shock absorbing rubber feet for solid stackability",Yes,No,,,0,Yes,,,,No,,,,
974,Thomann Flight case Small for A&H ZED6 Mixer,Flight Cases,Serialised,0,0,1.6,,Yes,No,,,0,Yes,,,,No,,,,
865,Unique Hazer 2.1 Flight Case,Flight Cases,Serialised,0,0,10001846,,Yes,No,,,0,Yes,,,,,,,,
472,Cable Protector (1 meter),Infrastructure,Serialised,0,30,5,,Yes,No,,,2,Yes,,,,No,,,,
57,Chauvet Intimidator 150,Lighting & Effects,Bulk,0,300,4.2,"Bright compact and lightweight LED moving head perfect for mobile applications
Super crisp optics and even output
Energize the dance floor with fast and precise movements
Increase design flexibility and effects with separate color and gobo wheels
Enhance any light show with super smooth dimming and adjustable strobe speed
Minimize programming time with built-in movement macros and move-in-black features
Individual reset of pan/tilt, color and gobo
Save time running cables and extension cords by power linking multiple units
Sound-activated programs dance to the beat of the music
Generate a synchronized show in master/slave mode with easy-to-access, built-in automated programs
Fits best in the CHS-X5X VIP Gear Bag",No,No,Mini Moving head,,25,Yes,,,,,,,,
145,Chauvet Obey 40,Lighting & Effects,Serialised,0,70,2.6,"Universal DMX controller capable of handling all the complexities of today's lighting fixtures
Easily control up to 12 intelligent lights with up to 16 channels each
Includes 192 channels of DMX control and 30 banks of 8 scenes for a maximum of 240 scenes
Enhance light shows with 6 sets of chase effects containing 240 scenes
Increase effects with fog and strobe control, reversible sliders, beat activation, tap-sync and auto run
Capability to grab any fixture on the fly, reassign channels and sequentially link chases
Increase flexibility with MIDI compatibility and DMX polarity selector
Conveniently mounts using the 3-space (3U) mounting rack",No,No,,,10,Yes,,,,,,,,
124,LED Par can,Lighting & Effects,Bulk,0,100,1.5,LED wash light,No,No,,,5,Yes,,,,,,,,
61,Solotec battery par can,Lighting & Effects,Serialised,0,115,0,LED battery uplighter,No,No,Battery uplighter,,10,Yes,,,,,,,,
1012,50mm Variable Speed Active Gate Cassette Rotator,Lighting & Effects - Accessories,Serialised,0,0,0.11,"The [OPTI] 50mm Variable Speed Active Gate Cassette Rotator is now manufactured with an Active Gate fitment which means no more cables! They are used with the new [OPTI] Solar LED Projectors and simply slide in to the projector as before, without needing to plug them in.To use the Active Gate Wheel Rotator with an old style projector, you simply need a connection cable.",Yes,No,,,0,Yes,,,,No,,,,
814,50mm Variable Speed Cassette Holder/Rotator,Lighting & Effects - Accessories,Serialised,0,0,0.1,"The [OPTI] 50mm Variable Speed Active Gate Cassette Rotator is now manufactured with an Active Gate fitment which means no more cables! They are used with the new [OPTI] Solar LED Projectors and simply slide in to the projector as before, without needing to plug them in.To use the Active Gate Wheel Rotator with an old style projector, you simply need a connection cable.

They fit into any new Solar LED projector and rotates any standard moire or custom 50mm Effect Cassette at a variable speed from 3 rotations per minute to 4 minutes per rotation. The 50mm Cassettes are gear driven and securely click-fit onto the 50mm Variable Speed Cassette Rotator. from 3 minutes per rotation to 4 minutes per rotation.",Yes,No,,,0,Yes,,,,No,,,,
906,Astera IR Remote Control ARC1,Lighting & Effects - Accessories,Serialised,0,0,0.02,Astera Wireless LED Remote Control ARC1,Yes,No,,,0,Yes,,,,No,,,,
830,Bubble Wheel 3955,Lighting & Effects - Accessories,Serialised,0,0,0,"Bubble Wheel 3955

https://www.youtube.com/watch?v=78Fk9VyDvFI",No,No,,,0,Yes,,,,No,,,,
832,Bubble Wheel 3984,Lighting & Effects - Accessories,Serialised,0,0,0.23,"Bubble Wheel 3984

https://www.youtube.com/watch?v=oOpUDqMHR_w",Yes,No,,,0,Yes,,,,No,,,,
829,Bubble Wheel 3992,Lighting & Effects - Accessories,Serialised,0,0,0.23,Bubble Wheel 3992,Yes,No,,,0,Yes,,,,No,,,,
831,Bubble Wheel 4003,Lighting & Effects - Accessories,Serialised,0,0,0.23,Bubble Wheel 4003,Yes,No,,,0,Yes,,,,No,,,,
996,Bubble Wheel 4168,Lighting & Effects - Accessories,Serialised,0,0,0.23,"Bubble Wheel 4168

https://www.youtube.com/watch?v=78Fk9VyDvFI",Yes,No,,,0,Yes,,,,No,,,,
1003,Cassette GS7117,Lighting & Effects - Accessories,Bulk,0,0,0.04,,Yes,No,,,0,Yes,,,,No,,,,
1005,Cassette GS7123,Lighting & Effects - Accessories,Bulk,0,0,0.04,,Yes,No,,,0,Yes,,,,No,,,,
1004,Cassette GS7125,Lighting & Effects - Accessories,Bulk,0,0,0.04,,Yes,No,,,0,Yes,,,,No,,,,
